Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Billoo Baadshah,1989.0,148.0,29,4.5,41.0,2681,2085,Anita Raj,Govinda
Billu,2009.0,137.0,172,6.2,11078.0,1925,854,Lara Dutta,Om Puri
Billu Ustaad,2018.0,138.0,269,6.9,26.0,2851,1435,Sneha Arun,Abhishek Bardia
Bin Badal Barsaat,1963.0,154.0,319,5.7,31.0,1139,369,Biswajit Chatterjee,Nishi
Bin Bulaye Baraati,2011.0,133.0,19,3.8,255.0,583,1417,Rati Agnihotri,Shweta Bhardwaj
Bin Maa Ke Bachche,1980.0,131.0,269,6.0,17.0,2520,496,Leela Chitnis,Raju Desai
Bin Phere Free Me Tere,2013.0,131.0,162,4.5,22.0,1496,381,Arsh Deol,Manoj Joshi
Bin Phere Hum Tere,1979.0,0.0,282,6.7,25.0,2052,369,Vinod Mehra,Sarika
Bindhaast,1999.0,0.0,124,7.0,148.0,582,737,Sharvari Jamenis,Reema Lagoo
Bindiya Aur Bandook,1972.0,0.0,1,2.8,10.0,2617,1056,Asha Sachdev,Laxmi Chhaya
Bindiya Chamkegi,1984.0,139.0,184,5.1,18.0,2895,1819,Vinod Mehra,Johnny Walker
Bindiya Mange Bandook,2001.0,115.0,1,3.9,8.0,2482,937,Pinky Chinoy,Mohan Joshi
Bindya,1960.0,0.0,269,5.7,12.0,1953,1878,Padmini,Balraj Sahni
Bioscopewala,2017.0,91.0,269,7.6,882.0,635,575,Geetanjali Thapa,Adil Hussain
Biradari,1966.0,139.0,269,5.9,33.0,2150,2083,Faryal,Pran
Biraj Bahu,1954.0,145.0,269,6.2,51.0,526,990,Abhi Bhattacharya,Shakuntala
Bird Idol,2010.0,100.0,127,4.3,7.0,1140,0,0,0
Birha Ki Raat,1950.0,0.0,327,7.1,15.0,803,617,Nargis,0
Bismillah Ki Barkat,1983.0,0.0,269,5.8,5.0,1141,2343,Sona Mastan Mirza,Meena T.
Bitch,2017.0,82.0,94,5.5,11.0,607,177,Lars-Erik Berenett,Anders Granström
Bitter Chestnut,2019.0,100.0,269,7.1,27.0,882,458,Rani Devi,Gopi Katwal
Bittoo Boss,2012.0,116.0,409,4.1,365.0,2817,1626,Rajesh Bakshi,Ujjwal Chopra
Biwi Aur Makan,1966.0,126.0,162,6.9,45.0,963,504,Mehmood,Shabnam
Biwi Ho To Aisi,1988.0,149.0,172,5.8,857.0,1016,1819,Farooq Shaikh,Bindu
Biwi No. 1,1999.0,159.0,180,5.7,5464.0,630,1026,Salman Khan,Anil Kapoor
Biwi No. 2,2000.0,0.0,409,5.7,63.0,2519,1379,Tabu,Heera Rajgopal
Biwi-O-Biwi,1981.0,156.0,208,7.0,206.0,2006,1981,Randhir Kapoor,Poonam Dhillon
Black,2005.0,122.0,269,8.2,33782.0,2458,207,Rani Mukerji,Shernaz Patel
Black & White,2008.0,134.0,227,6.2,570.0,2731,251,Anurag Sinha,Shefali Shah
Black Cat,1959.0,154.0,86,6.7,25.0,1721,443,Minoo Mumtaz,Johnny Walker
Black Cobra,1981.0,0.0,5,4.9,26.0,1189,1038,Padma Khanna,Pandharibai
Black Friday,2004.0,143.0,29,8.5,19493.0,300,1040,Pawan Malhotra,Aditya Srivastav
Black Home,2015.0,105.0,336,7.4,23.0,363,383,Chitrashi Rawat,Murli Sharma
Black Mountain,1971.0,83.0,285,6.6,24.0,1403,151,Reshama Pasha,Prince Pradeep
Black Rose,2021.0,0.0,427,5.0,46.0,937,1946,Abhilash Narain,Sanjana Shukla
Black Rose,2020.0,120.0,427,8.6,38.0,937,1946,Rahul Chawla,Abhilash Dada
Blackboard vs Whiteboard,2019.0,152.0,55,5.4,43.0,2899,632,Alismita Goswami,Pankaj Jha
Blackmail,1973.0,145.0,320,6.7,199.0,3003,632,Rakhee Gulzar,Shatrughan Sinha
Blackmail,2005.0,126.0,52,4.1,618.0,252,109,Sunil Shetty,Priyanka Chopra Jonas
Blackmail,2018.0,138.0,214,7.1,9671.0,56,854,Kirti Kulhari,Urmila Matondkar
Blank,2019.0,107.0,84,6.2,933.0,483,2271,Karan Kapadia,Karanvir Sharma
Blood Money,2012.0,109.0,29,5.0,981.0,3072,1209,Kunal Khemu,Amrita Puri
Blood Relation,2015.0,0.0,269,6.3,6.0,2470,2279,0,0
Bloody Isshq,2013.0,0.0,327,7.2,35.0,347,132,Shilpa Anand,Karan Veer Mehra
Blue,2009.0,119.0,12,3.7,4674.0,287,146,Sanjay Dutt,Lara Dutta
Blue Mountains,2017.0,134.0,289,5.7,51.0,2774,1985,Nitin Bali,Amit Behl
Blue Oranges,2009.0,114.0,401,6.5,201.0,2074,1713,Aham Sharma,Pooja Kanwal
"Blue Skies, Green Waters, Red Earth",2013.0,137.0,110,7.7,3446.0,2416,683,Sunny Wayne,Bala Hijam
Bluff Master,1963.0,135.0,409,6.5,112.0,1483,2059,Saira Banu,Niranjan Sharma
Bluffmaster,2005.0,137.0,165,6.6,5950.0,2271,46,Priyanka Chopra Jonas,Riteish Deshmukh
Bobby,1973.0,168.0,204,7.1,1776.0,2011,663,Rishi Kapoor,Pran
Bobby Jasoos,2014.0,121.0,183,5.5,2189.0,2404,2436,Ali Fazal,Mahima A
Bobby: Love and Lust,2005.0,125.0,409,4.8,37.0,2134,2392,Monalisa,Hyder Kazmi
Bodyguard,2011.0,130.0,20,4.7,23602.0,2674,1940,Kareena Kapoor,Raj Babbar
Bohlol Dana - A Sage of Baghdad,2010.0,117.0,360,8.2,6.0,41,0,0,0
Boichek,2017.0,85.0,336,6.3,24.0,2489,532,Sugandha Garg,Brijendra Kala
Bol Bachchan,2012.0,155.0,18,5.5,8367.0,2282,207,Abhishek Bachchan,Ajay Devgn
Bol Radha Bol,1992.0,164.0,19,6.1,760.0,630,1836,Juhi Chawla,Kader Khan
Bold,2006.0,0.0,216,4.7,28.0,1172,2339,Prem Chopra,Shakti Kapoor
Bole India Jai Bhim,2016.0,150.0,147,7.9,20.0,2738,2141,Sameer Deshpande,Jeetendra Doshi
Bollywood Diaries,2016.0,125.0,269,6.0,257.0,1174,1665,Salim Diwan,Ashish Vidyarthi
Bollywood Villa,2014.0,124.0,427,4.8,12.0,573,344,Piyush Bhalodiya,Deepak Bhatia
Bollywood: The Greatest Love Story Ever Told,2011.0,81.0,241,6.1,115.0,2141,922,Amitabh Bachchan,Aishwarya Rai Bachchan
Bolo Raam,2009.0,103.0,29,5.2,85.0,2128,1835,Disha Pandey,Padmini Kolhapure
Bom,2011.0,117.0,261,8.2,70.0,214,0,0,0
Bomb Blast,1993.0,153.0,84,6.4,25.0,649,1863,Aditya Pancholi,Kishori Shahane
Bombai Ka Babu,1960.0,154.0,320,7.0,154.0,2013,617,Suchitra Sen,Jeevan
Bombairiya,2019.0,104.0,165,4.5,381.0,1826,1640,Akshay Oberoi,Siddhant Kapoor
Bombay 405 Miles,1980.0,164.0,163,6.9,83.0,547,2549,Vinod Khanna,Shatrughan Sinha
Bombay Boys,1998.0,105.0,165,6.5,557.0,1201,1420,Rahul Bose,Alexander Gifford
Bombay Express,1981.0,0.0,1,5.6,5.0,1212,1160,Swapna,0
Bombay Ka Chor,1962.0,0.0,235,7.0,16.0,2324,1068,Mala Sinha,Amar
Bombay Police,1992.0,0.0,1,5.4,9.0,1670,1379,J.D. Chakravarthi,Prabhu Deva
Bombay Rose,2019.0,97.0,143,6.0,480.0,842,564,Amit Deondi,Gargi Shitole
Bombay Talkies,2013.0,127.0,269,6.7,5124.0,3137,651,Karan Johar,Anurag Kashyap
Bombay to Bangkok,2008.0,120.0,170,4.6,417.0,1651,2122,Lena Christensen,Vijay Maurya
Bombay to Goa,1972.0,132.0,4,6.8,1106.0,1532,1879,Mehmood,Aruna Irani
Bombay Velvet,2015.0,149.0,29,5.6,5685.0,300,1761,Anushka Sharma,Karan Johar
Bond 303,1985.0,0.0,5,4.9,27.0,2226,920,Parveen Babi,Tom Alter
Bond of Love,2001.0,174.0,282,5.1,1584.0,2790,207,Rakhee Gulzar,Akshay Kumar
Boom,2003.0,100.0,240,2.3,1361.0,1201,207,Jackie Shroff,Gulshan Grover
Boond,2001.0,137.0,29,4.2,10.0,977,1425,Pankaj Berry,Birbal
Boond Jo Ban Gayee Moti,1967.0,0.0,225,6.8,31.0,2580,920,Mumtaz,Akashdeep
Boot Polish,1954.0,90.0,173,8.0,780.0,1864,1102,Ratan Kumar,David Abraham
Border,1997.0,176.0,45,7.9,14399.0,1018,2271,Sunil Shetty,Akshaye Khanna
Border Hindustan Ka,2003.0,0.0,77,5.1,83.0,3113,697,Rajat Bedi,Aditya Pancholi
Border Kashmir,2002.0,107.0,1,2.9,7.0,2900,632,Dinesh Hingoo,Anjali Kholapure
Borderlands,2021.0,0.0,241,9.0,7.0,2408,0,0,0
Boss,2013.0,143.0,19,5.1,10583.0,287,146,Shiv Panditt,Mithun Chakraborty
Boxed,2021.0,115.0,90,6.4,10.0,1575,1236,Jahina Mulla Qureshi,Mohd Feroz Qureshi
Boxer,1965.0,136.0,269,7.5,13.0,1982,576,Mumtaz,Azaad Irani
Boxer,1984.0,0.0,51,6.2,126.0,2020,2333,Mithun Chakraborty,Rati Agnihotri
Boy Friend,1961.0,137.0,327,7.6,60.0,1678,2059,Madhubala,Nishi
Boy Friend,1993.0,0.0,409,4.4,8.0,2184,2088,Ravi Behl,Kiran Kumar
Boys Who Like Girls,2018.0,68.0,241,6.9,19.0,988,389,Vedprakash Jaiswal,Harish Sadani
Boyss Toh Boyss Hain,2013.0,0.0,162,5.5,43.0,208,775,Rajkummar Rao,Anshuman Jha
Brahma,1994.0,0.0,224,5.1,38.0,1165,768,Madhoo,Ayesha Jhulka
Brahmachari,1968.0,157.0,178,6.9,366.0,497,2059,Rajshree,Pran
Brahmarshi Vishwamitra,1991.0,0.0,317,7.3,50.0,1637,1374,Nandamuri Balakrishna,Bhanupriya
Break Ke Baad,2010.0,118.0,180,5.2,4033.0,621,609,Shahana Goswami,Sharmila Tagore
Breakaway,2011.0,101.0,182,5.7,2237.0,2269,2481,Camilla Belle,Russell Peters
Breaking Free,2015.0,82.0,252,6.3,33.0,2710,2506,Manohar Elavarthi,Anand Grover
Breed,2020.0,0.0,269,9.6,48.0,539,511,Ashfaq,Fasih Choudhry
Bride & Prejudice,2004.0,122.0,178,6.2,20125.0,876,1244,Aishwarya Rai Bachchan,Nadira Babbar
Brina,2016.0,0.0,269,7.5,8.0,1821,1195,Rajesh Jais,Sanjay Mishra
"Brother, Superhit!",2018.0,139.0,20,3.9,554.0,1698,2271,Preity Zinta,Arshad Warsi
Brothers,2015.0,156.0,51,6.5,12018.0,1251,146,Sidharth Malhotra,Jackie Shroff
Bub (Father),2001.0,114.0,269,7.6,17.0,1138,967,Kuber Sarup,Virendra Razdan
Bubble Gum,2011.0,116.0,269,7.3,456.0,2479,314,Tanvi Azmi,Delzad Hiwale
Buchcha,2017.0,89.0,104,7.2,6.0,1785,2030,Dharmendra Ahirwar,Pooja Bharti
Buddha in a Traffic Jam,2016.0,114.0,240,6.7,2346.0,3087,20,Mahie Gill,Pallavi Joshi
Buddha Mar Gaya,2007.0,93.0,162,2.6,356.0,2006,1327,Jitender Bhargava,Birbal
Buddha Mil Gaya,1971.0,138.0,393,7.0,244.0,963,1426,Om Prakash,Archana
Buddha.mov,2017.0,70.0,0,6.7,33.0,1194,0,0,0
Budhia Singh: Born to Run,2016.0,112.0,157,7.6,1393.0,2700,1225,Mayur Mahendra Patole,Gajraj Rao
Budtameez,1966.0,145.0,180,7.4,78.0,1483,2059,Sadhana,Laxmi Chhaya
Bulandi,2000.0,175.0,39,5.4,633.0,2161,251,Rekha,Raveena Tandon
Bulbbul,2020.0,94.0,311,6.6,10143.0,304,2366,Avinash Tiwary,Rahul Bose
Bulbul Can Sing,2018.0,95.0,269,6.8,323.0,2255,1512,Arnali Das,Manabendra Das
Bulbule,2014.0,119.0,162,7.8,25.0,1025,1272,Amaresh Banerjee,Anubhav Dixit
Bull BulBul Bandook,2013.0,0.0,81,4.8,17.0,1245,638,Kay Kay Menon,Shriya Saran
Bullet,1976.0,124.0,38,6.9,75.0,3003,617,Parveen Babi,Rakesh Roshan
Bullet: Ek Dhamaka,2005.0,137.0,39,3.6,49.0,996,1889,Natalya Gudkova,Iqbal Khan
Bullett Raja,2013.0,138.0,29,5.0,3787.0,2909,1926,Sonakshi Sinha,Vidyut Jammwal
Bulund,1993.0,0.0,1,5.7,138.0,1401,2181,Mohnish Bahl,Laxmikant Berde
Bulundi,1981.0,0.0,29,6.6,106.0,760,807,Asha Parekh,Raaj Kumar
Bumboo,2012.0,126.0,162,6.0,982.0,1035,1035,Sharat Saxena,Sanjay Mishra
Bumm Bumm Bole,2010.0,124.0,293,6.1,616.0,1925,397,Rituparna Sengupta,Darsheel Safary
Bumper Draw,2015.0,130.0,162,4.8,41.0,998,1723,Omkar Das Manikpuri,Subrat Dutta
Bundal Baaz,1976.0,0.0,191,6.6,56.0,2570,1703,Shammi Kapoor,Sulakshana Pandit
Buniyaad,1972.0,0.0,282,5.7,6.0,3067,1735,Shatrughan Sinha,Yogeeta Bali
Bunker,2020.0,98.0,338,6.8,82.0,1134,40,Arindita Kalita,Gaurav Gupta
Bunty Aur Babli,2005.0,170.0,165,6.2,6550.0,2539,46,Rani Mukerji,Amitabh Bachchan
Burmah Road,1962.0,0.0,409,6.1,8.0,2888,377,Sheikh Mukhtar,Kumkum
Buzdil,1951.0,0.0,282,6.4,8.0,2546,1604,Nimmi,Kishore Sahu
Bye Bye Miss Goodnight,2005.0,78.0,172,6.1,16.0,1249,1447,Zafar Karachiwala,Rajpal Yadav
Bye2,2020.0,48.0,327,8.1,29.0,2881,1011,Shreya Tyagi,0
Bypass Road,2019.0,137.0,326,5.4,890.0,1657,1450,Adah Sharma,Gul Panag
C Kkompany,2008.0,127.0,183,5.4,1037.0,2370,2377,Anupam Kher,Rajpal Yadav
C U at 9,2005.0,95.0,311,4.1,66.0,1510,856,Malavikka,Kanksha
C.I.D.,1956.0,146.0,34,7.3,647.0,2013,617,Shakila,Johnny Walker
C.I.D.,1990.0,0.0,39,4.7,65.0,114,2487,Amrita Singh,Suresh Oberoi
C.I.D. 909,1967.0,123.0,29,5.8,17.0,1558,715,Mumtaz,Helen
Cabaret,2019.0,95.0,322,3.4,175.0,1268,143,Richa Chadha,Gulshan Devaiah
Calapor,2013.0,120.0,269,4.5,6.0,726,812,Rituparna Sengupta,Akash Sharma
Calcutta Mail,2003.0,128.0,49,5.7,480.0,2754,251,Rani Mukerji,Manisha Koirala
Calendar Girls,2015.0,131.0,269,4.2,862.0,1413,131,Avani Modi,Kyra Dutt
Call,2000.0,176.0,50,6.8,2236.0,2110,251,Madhuri Dixit,Namrata Shirodkar
Call for Fun,2017.0,126.0,162,5.6,36.0,1055,1621,Charu Asopa,Yash Chaturvedi
Call Girl,1974.0,0.0,291,6.6,24.0,3009,2540,Vikram Makandar,Iftekhar
Cape Karma,2007.0,90.0,326,4.2,141.0,1782,1653,Audrie Woodhouse,Gulshan Grover
Captain Barry,1984.0,0.0,1,3.2,5.0,2835,2262,Uma Dhawan,Benjamin Gilani
Captain Nagarjuna,1986.0,134.0,327,6.5,13.0,2066,1379,Kushboo,Dubbing Janaki
Captain Prabhakaran,1991.0,150.0,84,7.0,212.0,1966,1235,Sarath Kumar,Ramya Krishnan
Captain Vidyut,2020.0,77.0,130,7.7,11.0,405,1389,Trisha Kale,Suresh Menon
Car Thief,1986.0,150.0,1,7.0,13.0,2412,2259,Vijayata Pandit,Kevin Mukherji
Caravan,1971.0,161.0,23,6.8,260.0,1681,369,Jeetendra,Aruna Irani
Care of Footpath,2009.0,110.0,282,7.2,42.0,1302,1066,Jayashree Basavaraj,Jackie Shroff
Cargo,2019.0,119.0,300,5.7,2589.0,315,2467,Shweta Tripathi,Nandu Madhav
Cartography of Loneliness,2011.0,69.0,244,6.2,5.0,1737,0,0,0
Cash,2007.0,137.0,38,3.4,1859.0,290,109,Sunil Shetty,Zayed Khan
CC2C,2009.0,154.0,4,4.1,8102.0,1716,146,Deepika Padukone,Chia-Hui Liu
Cecilia,2015.0,83.0,241,7.9,31.0,1783,522,Pankaj Johar,Rishi Kant
Celluloid Man,2012.0,164.0,241,7.8,162.0,2636,2378,G. Ananthappa,Beena Antony
Censor,2001.0,165.0,269,3.5,122.0,671,617,Hema Malini,Shammi Kapoor
Cha Cha Cha,1964.0,0.0,396,5.2,21.0,585,534,Helen,Om Prakash
Chaahat,1996.0,151.0,327,5.5,2676.0,1423,1406,Shah Rukh Khan,Pooja Bhatt
Chaahat Ek Nasha...,2005.0,140.0,331,3.9,74.0,2837,915,Aryan Vaid,Manisha Koirala
Chaalbaaz,1989.0,155.0,20,6.8,1489.0,1786,2216,Sunny Deol,Rajinikanth
Chaalbaaz,2003.0,117.0,1,5.8,17.0,825,1688,Mithun Chakraborty,Dinesh Hingoo
Chaalis Chauraasi,2012.0,120.0,164,6.1,474.0,961,1406,Kay Kay Menon,Atul Kulkarni
Chaalu Mera Naam,1977.0,0.0,28,5.8,5.0,1329,2489,Vidya Sinha,Mahendra Sandhu
Chaalu Pe Chaalu,1989.0,0.0,0,4.3,11.0,1325,906,Sridevi,0
Chaand Kaa Tukdaa,1994.0,155.0,19,4.0,603.0,2357,2216,Salman Khan,Anupam Kher
Chaani,1977.0,136.0,269,7.7,26.0,2580,1770,Siddharth,Yashwant Dutt
Chaar Din Ki Chandni,2012.0,131.0,208,4.1,393.0,2420,2377,Kulraj Randhawa,Anupam Kher
Chaar Maharathi,1985.0,137.0,1,4.5,8.0,2320,2355,Master Bunty,Mithun Chakraborty
Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,2016.0,134.0,127,8.6,656.0,921,800,Pawan Kalra,Om Puri
Chaarfutiya Chhokare,2014.0,119.0,336,5.9,38.0,1467,2171,Zakir Hussain,Seema Biswas
Chacha Bhatija,1977.0,161.0,20,5.8,213.0,1483,632,Hema Malini,Randhir Kapoor
Chacha Zindabad,1959.0,0.0,162,7.2,12.0,1012,1068,Anita Guha,Master Bhagwan
Chachi 420,1997.0,155.0,173,7.4,12575.0,1212,983,Amrish Puri,Om Puri
Chahat,1971.0,0.0,327,5.8,10.0,1587,504,Mala Sinha,Jeetendra
Chahoonga Main Tujhe,1993.0,0.0,327,6.3,12.0,1209,984,Shafi Inamdar,Irfan Kamal
Chai Coffee,2019.0,49.0,327,7.9,11.0,423,421,Mansi Singh,Megha Jha
Chai Pani Etc.,2004.0,92.0,162,4.7,24.0,1504,1075,Zafar Karachiwala,Gaurav Kapoor
Chain Kulii Ki Main Kulii,2007.0,118.0,173,5.6,1214.0,1255,2542,Rahul Bose,Kapil Dev
Chaitali,1975.0,0.0,269,6.0,39.0,963,632,Saira Banu,Bindu
Chak De! India,2007.0,153.0,292,8.2,75790.0,2621,2039,Vidya Malvade,Sagarika Ghatge
Chakachak,2005.0,0.0,269,3.9,7.0,2385,390,Veeni Paranjape Joglekar,Javed Khan
Chakkar Pe Chakkar,1977.0,138.0,19,5.6,27.0,385,2083,Rekha,Pran
Chakra,1981.0,140.0,1,6.8,141.0,1979,2019,Arun Bakshi,Suresh Bhagwat
Chakra the Invincible,2013.0,0.0,1,6.4,19.0,3040,0,0,0
Chakradhaar,2012.0,120.0,1,4.2,28.0,690,2053,Abishek Anand,Zakir Hussain
Chakravyuh,2012.0,152.0,52,6.8,3089.0,1865,332,Abhay Deol,Manoj Bajpayee
Chakravyuha,1978.0,130.0,76,6.4,40.0,476,1703,Neetu Singh,Vinod Mehra
Chal Baaz,1958.0,0.0,1,6.0,8.0,1659,1464,Paidi Jairaj,Nishi
Chal Bhaag,2014.0,111.0,162,3.8,101.0,1870,600,Taran Bajaj,Keeya Khanna
Chal Chala Chal,2009.0,138.0,19,4.6,292.0,2060,390,Asif Basra,Kaluram Dhobale
Chal Chalein,2009.0,0.0,269,6.3,26.0,2930,897,Anand Abhyankar,Adityansh
Chal Guru Ho Jaa Shuru,2015.0,127.0,162,4.9,45.0,1496,1538,Vrajesh Hirjee,Brijendra Kala
Chal Mere Bhai,2000.0,136.0,208,4.7,3128.0,630,1970,Salman Khan,Karisma Kapoor
Chal Pichchur Banate Hain,2012.0,115.0,172,6.1,47.0,1923,2188,Sagar Bhangade,Mukesh S. Bhatt
Chala Murari Hero Banne,1977.0,128.0,204,7.0,66.0,403,390,Bindiya Goswami,Satyendra Kapoor
Chala Mussaddi - Office Office,2011.0,60.0,172,6.1,346.0,2102,625,Makrand Deshpande,Vinay Jain
Chalaak,1973.0,0.0,29,5.6,7.0,1963,2314,Kiran Kumar,Alka
Chalbaaz,1969.0,0.0,1,5.6,5.0,1609,785,Shyam Kumar,Vijay Kumar
Chale Chalo: The Lunacy of Film Making,2003.0,150.0,241,8.6,336.0,2517,382,Aamir Khan,Gracy Singh
Chalk N Duster,2016.0,130.0,269,6.5,676.0,1073,1825,Shabana Azmi,Arya Babbar
Challo Driver,2012.0,95.0,162,5.9,185.0,2993,2430,Kainaz Motivala,Prem Chopra
Chalo Dilli,2011.0,155.0,172,6.8,3081.0,2595,2476,Lara Dutta,Yana Gupta
Chalo Ishq Ladaaye,2002.0,140.0,25,4.4,522.0,430,768,Kader Khan,Rani Mukerji
Chaloo Movie,2011.0,0.0,162,4.1,44.0,3056,1723,Shekhar Suman,Sayali Bhagat
Chalta Hai Yaar,2005.0,0.0,162,6.3,7.0,1433,1646,Himani Shivpuri,Sanjay Narvekar
Chalta Purza,1977.0,150.0,84,6.0,39.0,497,1703,Parveen Babi,Rakesh Roshan
Chalte Chalte,2003.0,167.0,327,6.6,14779.0,428,2039,Rani Mukerji,Jas Arora
Chalte Chalte,1976.0,100.0,422,5.7,54.0,2788,2160,Bhisham Kohli,Nazneen
Chalti Duniya,1940.0,0.0,0,7.1,8.0,872,427,Rafiq Ghaznavi,0
Chalti Ka Naam Gaadi,1958.0,173.0,204,8.0,1514.0,2520,377,Madhubala,Anoop Kumar
Chalti Ka Naam Zindagi,1982.0,0.0,269,6.3,11.0,1305,1841,Master Bhagwan,Harindranath Chattopadhyay
Chaman Bahaar,2020.0,111.0,172,7.0,5866.0,314,934,Ritika Badiani,Bhuvan Arora
Chamatkar,1992.0,171.0,174,6.6,5846.0,2102,1406,Shah Rukh Khan,Urmila Matondkar
Chambal Ke Daku,1982.0,0.0,84,5.8,5.0,532,1750,Javed Khan,Madhu Malini
Chambal Ki Kasam,1980.0,0.0,28,5.3,24.0,2155,1564,Raaj Kumar,Shatrughan Sinha
Chambal Ki Rani,1979.0,0.0,28,8.6,5.0,1982,1170,Bindu,Dara Singh
Chameli,2003.0,108.0,269,7.0,2108.0,2754,1024,Rahul Bose,Rinke Khanna
Chameli Ki Shaadi,1986.0,136.0,180,7.5,1580.0,476,251,Amrita Singh,Om Prakash
Chamku,2008.0,105.0,38,4.0,529.0,1192,509,Priyanka Chopra Jonas,Irrfan Khan
Champakali,1957.0,0.0,294,5.5,8.0,1665,464,Suchitra Sen,Pran
Champakali,2000.0,0.0,1,3.6,7.0,2113,870,Shakti Kapoor,Razak Khan
Champion,2000.0,140.0,20,4.3,519.0,1775,886,Sunny Deol,Prasant Samadhar
Chanakya,2019.0,147.0,15,5.5,521.0,2905,1290,Nassar,Zareen Khan
Chanakya the Warrior,2005.0,0.0,19,4.7,10.0,9,2482,Salim Ghouse,Cochin Hanifa
Chance Pe Dance,2010.0,122.0,177,4.7,2805.0,1272,2043,Genelia D'Souza,Mohnish Bahl
Chanchal,2008.0,0.0,317,4.0,24.0,986,511,Armaan Shahabi,Gracy Singh
Chand,1959.0,149.0,269,6.8,13.0,1382,443,Manoj Kumar,Meena Kumari
Chand Aur Suraj,1965.0,154.0,224,6.4,24.0,745,377,Dharmendra,Nirupa Roy
Chand Bujh Gaya,2005.0,116.0,336,6.8,52.0,2590,1346,Ishrat Ali,Aliza
Chand Ke Paar Chalo,2006.0,169.0,409,6.7,35.0,1621,2180,Shahib Chopra,Kannu Gill
Chand Par Chadayee,1967.0,150.0,94,5.0,20.0,2868,576,Anwar Hussain,Master Bhagwan
Chand Sa Roshan Chehra,2005.0,120.0,409,4.7,54.0,2545,1948,Talat Aziz,Tamannaah Bhatia
Chanda Aur Bijli,1969.0,137.0,269,4.8,16.0,407,1981,Padmini,Jeevan
Chandaal,1998.0,0.0,39,5.7,42.0,2865,1031,Amrish,Asrani
Chandaal Atma,1999.0,129.0,363,4.6,9.0,2341,312,Rakesh Bedi,Sudhir Dalvi
Chandan Ka Palna,1967.0,166.0,269,6.7,43.0,1003,1274,Dharmendra,Mehmood
Chandanachi Choli Anga Anga Jali,1975.0,140.0,0,6.3,10.0,2580,1750,Bhalchandra Kulkarni,Govind Kulkarni
Chandi Sona,1977.0,0.0,84,5.8,42.0,2455,1973,Parveen Babi,Prem Nath
Chandidas,1934.0,128.0,0,6.6,5.0,1727,968,Umasashi,Pahadi Sanyal
Chandni,1989.0,186.0,320,6.8,1657.0,3106,2216,Rishi Kapoor,Vinod Khanna
Chandni Bar,2001.0,150.0,218,7.6,2486.0,1413,2320,Atul Kulkarni,Rajpal Yadav
Chandni Chowk,1954.0,0.0,282,5.6,9.0,447,1274,Shekhar,Jeevan
Chandra,1948.0,207.0,269,6.9,39.0,2348,1718,M.K. Radha,Ranjan
Chandra Mukhi,1993.0,152.0,191,4.0,676.0,638,1265,Tinnu Anand,Mohnish Bahl
Chandrahas,2007.0,136.0,6,4.3,26.0,2629,32,Abhinayasri,Sharat Babu
Chandrasena,1935.0,136.0,90,4.1,11.0,2580,1386,Sureshbabu Mane,Rajani
Chandrashekhar,1947.0,0.0,269,5.4,17.0,637,545,Bharati Devi,Kanan Devi
Chandrawal,1984.0,109.0,269,8.3,39.0,1075,2394,Jagat Singh Jakhar,Raju Maan
Chandu,2002.0,136.0,409,6.9,70.0,1764,2231,Sonia Agarwal,Srinath
Changez Khan,1957.0,135.0,9,7.1,20.0,1270,1604,Bina Rai,Sheikh Mukhtar
Chann Pardesee,1980.0,147.0,269,8.1,60.0,601,1668,Rama Vij,Kulbhushan Kharbanda
Chapekar Brothers,2016.0,0.0,360,6.6,17.0,679,997,Abhijit Bhagat,Manoj Bhatt
Char Dervesh,1964.0,0.0,115,6.6,21.0,956,715,Sayeeda Khan,Mukri
Char Diwari,1961.0,136.0,327,6.7,24.0,1320,2083,Nanda,Manmohan Krishna
Char Paise,1955.0,118.0,29,5.6,11.0,1633,2143,Kishore Kumar,Agha
Charandas,1977.0,0.0,282,5.2,28.0,451,2466,Om Prakash,Lakshmi
Charandas Chor,1975.0,156.0,269,8.0,44.0,2662,1120,Madan Lal,Babu Das
Charanon Ki Saugandh,1988.0,0.0,43,5.6,47.0,1147,390,Mithun Chakraborty,Prem Chopra
Charas,1976.0,159.0,50,6.5,176.0,2165,632,Hema Malini,Ajit
Charas: A Joint Effort,2004.0,140.0,38,5.3,336.0,2909,932,Uday Chopra,Irrfan Khan
Chargesheet,2011.0,0.0,336,6.3,97.0,671,617,Sanket Dhawan,Divya Dutta
Charitra,1973.0,0.0,269,6.5,11.0,448,1531,Salim Aziz Durrani,Gautam Sarin
Charitraheen,1974.0,100.0,282,7.1,58.0,2564,2078,Sanjeev Kumar,Yogeeta Bali
Charlie Kay Chakkar Mein,2015.0,102.0,427,4.5,159.0,1475,1406,Nishant Lal,Disha Arora
Chase,2010.0,103.0,29,4.9,87.0,1021,292,Udita Goswami,Tarina Patel
Chashme Baddoor,2013.0,121.0,172,5.4,4981.0,630,159,Siddharth,Divyendu Sharma
Chashme Buddoor,1981.0,145.0,187,8.0,2328.0,2385,708,Deepti Naval,Saeed Jaffrey
Chatpati,1983.0,130.0,162,5.9,7.0,2952,2166,Raj Kiran,Reema Lagoo
